net,length_um
u_core.u_master.u_slave.u_core.st\[2\],93.11µm
net2196,93.11µm
u_core.u_master.u_slave.u_core.B4\[14\],93.06µm
_02696_,93.01µm
_04213_,92.96µm
_05008_,92.96µm
_05319_,92.96µm
_05818_,92.96µm
u_core.u_master.u_slave.wdata_q\[31\],92.96µm
net310,92.96µm
net1234,92.96µm
net1462,92.96µm
net2262,92.96µm
u_core.u_master.u_slave.u_core.S4\[9\],92.6µm
_04496_,92.55µm
_06415_,92.55µm
u_core.u_master.u_slave.u_core.B4\[21\],92.55µm
_05583_,92.5µm
u_core.u_master.u_slave.u_core.S1\[27\],92.5µm
_06418_,92.45µm
_06553_,92.45µm
_08097_,92.45µm
net1175,92.45µm
_03312_,92.4µm
_07986_,92.4µm
net2093,92.4µm
net3804,92.4µm
_04470_,92.09µm
u_core.u_master.u_slave.u_core.S0\[58\],92.09µm
net2095,92.04µm
clknet_8_2__leaf_clk_IN,92.04µm
_04451_,91.99µm
clknet_8_205__leaf_clk_IN,91.99µm
_05768_,91.94µm
_05622_,91.89µm
_05838_,91.89µm
_05852_,91.89µm
_06702_,91.89µm
_07941_,91.89µm
net1435,91.89µm
net2118,91.89µm
net2243,91.89µm
net2685,91.89µm
_06864_,91.84µm
net1263,91.84µm
net2034,91.84µm
net2153,91.84µm
net2325,91.84µm
net3228,91.84µm
clknet_6_59_0_clk_IN,91.38µm
clknet_8_252__leaf_clk_IN,91.38µm
_04450_,91.33µm
u_core.u_master.u_slave.key2\[1\],91.33µm
net1974,91.33µm
net2618,91.33µm
net2634,91.33µm
net3021,91.33µm
_04774_,91.28µm
_05054_,91.28µm
net145,91.28µm
net300,91.28µm
net1197,91.28µm
net2051,91.28µm
net2273,91.28µm
net2630,91.28µm
net2967,91.28µm
clknet_8_93__leaf_clk_IN,91.02µm
_04494_,90.87µm
u_core.u_master.u_slave.key2\[5\],90.87µm
_04493_,90.82µm
u_core.u_master.u_slave.u_core.ci\[3\],90.82µm
net1207,90.82µm
_04263_,90.77µm
u_core.u_master.u_slave.key0\[21\],90.77µm
u_core.u_master.u_slave.u_core.B2\[17\],90.77µm
_04157_,90.72µm
_06836_,90.72µm
_07248_,90.72µm
_07272_,90.72µm
net1364,90.72µm
net1411,90.72µm
_04428_,90.31µm
clknet_8_167__leaf_clk_IN,90.31µm
net2581,90.26µm
clknet_8_202__leaf_clk_IN,90.21µm
_03192_,90.16µm
_05611_,90.16µm
_06227_,90.16µm
net1586,90.16µm
net2077,90.16µm
net2549,90.16µm
net2835,90.16µm
net3251,90.16µm
_04468_,89.9µm
u_core.u_master.u_slave.u_core.S1\[51\],89.9µm
u_core.u_master.u_slave.key3\[27\],89.75µm
u_core.u_master.u_slave.u_core.S0\[25\],89.75µm
_04425_,89.7µm
u_core.u_master.u_slave.u_core.S4\[12\],89.7µm
u_core.u_master.u_slave.u_core.S1\[60\],89.65µm
net520,89.6µm
net2616,89.6µm
net3745,89.6µm
_04446_,89.29µm
u_core.u_master.u_slave.u_core.S1\[36\],89.29µm
u_core.u_master.u_slave.u_core.S1\[55\],89.24µm
u_core.u_master.u_slave.key2\[8\],89.19µm
u_core.u_master.u_slave.u_core.S4\[42\],89.19µm
_06763_,89.09µm
net2129,89.09µm
_05753_,89.04µm
net109,89.04µm
net2059,89.04µm
net2333,89.04µm
_04449_,88.73µm
_04443_,88.63µm
net1297,88.58µm
net3511,88.58µm
_04566_,88.53µm
_05803_,88.48µm
_06527_,88.48µm
_06745_,88.48µm
net190,88.48µm
net1194,88.48µm
net1271,88.48µm
net2091,88.48µm
net2332,88.48µm
net2997,88.48µm
_04430_,88.17µm
u_core.u_master.u_slave.adempty_q,88.12µm
_04482_,88.07µm
u_core.u_master.u_slave.key0\[12\],88.07µm
clknet_8_81__leaf_clk_IN,88.07µm
_05001_,88.02µm
_03308_,87.97µm
_04463_,87.97µm
_06522_,87.97µm
u_core.u_master.u_slave.u_core.S4\[44\],87.97µm
net1202,87.97µm
net2108,87.97µm
net1193,87.92µm
net2367,87.92µm
net2458,87.92µm
net3170,87.92µm
u_core.u_master.u_slave.u_core.S4\[28\],87.74µm
_04431_,87.61µm
u_core.u_master.u_slave.key1\[5\],87.61µm
_07935_,87.51µm
_04472_,87.41µm
u_core.u_master.u_slave.u_core.B2\[30\],87.41µm
u_core.u_master.u_slave.wdata_q\[4\],87.41µm
net291,87.41µm
net1405,87.41µm
net1889,87.41µm
net2104,87.41µm
net2385,87.41µm
net2780,87.41µm
net5442,87.41µm
_04223_,87.36µm
_05055_,87.36µm
_06254_,87.36µm
net91,87.36µm
net2429,87.36µm
net2990,87.36µm
_04438_,87µm
_04773_,87µm
net1236,86.95µm
_04457_,86.9µm
u_core.u_master.u_slave.key3\[24\],86.9µm
net110,86.9µm
net572,86.9µm
net2729,86.9µm
net3191,86.9µm
_04661_,86.8µm
_05630_,86.8µm
_06709_,86.8µm
net1325,86.8µm
net1452,86.8µm
u_core.u_master.u_slave.u_core.B2\[14\],86.44µm
_04990_,86.39µm
u_core.u_master.u_slave.key2\[26\],86.34µm
_04233_,86.29µm
_05098_,86.29µm
_05409_,86.29µm
_05887_,86.29µm
net2483,86.29µm
net1650,85.83µm
_02769_,85.78µm
_06614_,85.73µm
u_core.u_master.u_slave.dout_sh\[96\],85.73µm
u_core.u_master.u_slave.u_core.S0\[12\],85.73µm
net188,85.73µm
net1346,85.73µm
_03874_,85.68µm
u_core.u_master.u_slave.u_core.B0\[10\],85.68µm
net675,85.68µm
net1404,85.68µm
u_core.u_master.u_slave.u_core.S4\[16\],85.5µm
u_core.u_master.u_slave.u_core.S4\[30\],85.27µm
_07953_,85.22µm
u_core.u_master.u_slave.key0\[26\],85.22µm
net2792,85.22µm
u_core.u_master.u_slave.u_core.S4\[59\],85.17µm
net328,85.17µm
u_core.u_master.u_slave.wdata_q\[29\],85.12µm
net2749,85.12µm
net3026,85.12µm
u_core.u_master.u_slave.u_core.S1\[19\],84.91µm
u_core.u_master.u_slave.key3\[9\],84.81µm
_06446_,84.71µm
u_core.u_master.u_slave.u_core.S2\[39\],84.71µm
_02625_,84.66µm
u_core.u_master.u_slave.key3\[11\],84.66µm
u_core.u_master.u_slave.u_core.B4\[54\],84.61µm
net2128,84.61µm
net1445,84.56µm
net2943,84.56µm
_04475_,84.25µm
u_core.u_master.u_slave.key3\[19\],84.15µm
_04577_,84.1µm
net1788,84.05µm
_04791_,84µm
net1184,84µm
net1284,84µm
net1871,84µm
_04439_,83.64µm
u_core.u_master.u_slave.dout_sh\[39\],83.54µm
u_core.u_master.u_slave.key0\[13\],83.49µm
_04867_,83.44µm
_06358_,83.44µm
u_core.u_master.u_slave.u_core.S4\[50\],83.44µm
net283,83.44µm
net1410,83.44µm
_04427_,83.23µm
clknet_8_254__leaf_clk_IN,83.23µm
u_core.u_master.u_slave.u_core.S4\[34\],83.08µm
_04794_,83.03µm
u_core.u_master.u_slave.u_core.S1\[20\],82.98µm
clknet_8_255__leaf_clk_IN,82.98µm
_04527_,82.93µm
_04913_,82.93µm
_07821_,82.93µm
net2149,82.93µm
_04896_,82.88µm
_05024_,82.88µm
net2349,82.88µm
_04711_,82.52µm
_06762_,82.52µm
u_core.u_master.u_slave.u_core.S1\[28\],82.47µm
_08083_,82.37µm
u_core.u_master.u_slave.key1\[17\],82.37µm
net1976,82.32µm
net2120,82.32µm
net2976,82.32µm
_04456_,82.26µm
clknet_8_191__leaf_clk_IN,82.11µm
clknet_6_21_0_clk_IN,81.91µm
_04511_,81.86µm
net1050,81.81µm
net1379,81.81µm
net2416,81.76µm
net2753,81.76µm
u_core.u_master.u_slave.u_core.S4\[21\],81.4µm
u_core.u_master.u_slave.key1\[4\],81.35µm
clknet_8_83__leaf_clk_IN,81.35µm
_04469_,81.3µm
u_core.u_master.u_slave.u_core.S0\[62\],81.3µm
_06122_,81.25µm
u_core.u_master.u_slave.key3\[5\],81.25µm
net2079,81.25µm
_05032_,81.2µm
_05796_,81.2µm
_07991_,81.2µm
net2209,81.2µm
_04429_,80.94µm
_04474_,80.94µm
u_core.u_master.u_slave.u_core.S0\[51\],80.94µm
u_core.u_master.u_slave.key3\[7\],80.79µm
u_core.u_master.u_slave.u_core.S4\[25\],80.79µm
_05084_,80.74µm
u_core.u_master.u_slave.key3\[26\],80.74µm
u_core.u_master.u_slave.u_core.S1\[21\],80.74µm
u_core.u_master.u_slave.u_core.S2\[27\],80.74µm
_08391_,80.69µm
_06436_,80.64µm
_07917_,80.64µm
u_core.u_master.u_slave.dec_q,80.64µm
net193,80.64µm
net1235,80.64µm
net1251,80.64µm
_03309_,80.23µm
_04695_,80.18µm
u_core.u_master.u_slave.u_core.B4\[15\],80.18µm
u_core.u_master.u_slave.u_core.S1\[8\],80.18µm
net3763,80.13µm
net2983,80.08µm
net3517,80.08µm
u_core.u_master.u_slave.u_core.S1\[29\],80.05µm
_04459_,79.72µm
u_core.u_master.u_slave.key2\[28\],79.72µm
u_core.u_master.u_slave.u_core.S4\[4\],79.67µm
u_core.u_master.u_slave.u_core.S2\[16\],79.62µm
_03314_,79.57µm
_06214_,79.57µm
_08385_,79.57µm
_06473_,79.52µm
_07253_,79.52µm
u_core.rx_sr\[33\],79.52µm
u_core.u_master.u_slave.u_core.S4\[47\],79.36µm
_04447_,79.11µm
_04505_,79.11µm
_04586_,79.06µm
_04945_,79.06µm
u_core.u_master.u_slave.key3\[18\],79.06µm
u_core.u_master.u_slave.u_core.S1\[49\],79.06µm
_05909_,79.01µm
u_core.u_master.u_slave.tagr3\[12\],79.01µm
net1038,78.96µm
u_core.u_master.u_slave.u_core.S4\[53\],78.65µm
_04706_,78.6µm
u_core.u_master.u_slave.key2\[21\],78.6µm
u_core.u_master.u_slave.u_core.S1\[47\],78.6µm
_04587_,78.5µm
u_core.u_master.u_slave.u_core.B4\[57\],78.5µm
u_core.u_master.u_slave.u_core.S3\[0\],78.5µm
u_core.u_master.u_slave.u_core.S4\[37\],78.5µm
_04490_,78.45µm
net2487,78.45µm
_04507_,78.4µm
_08407_,78.4µm
net1174,78.4µm
u_core.u_master.u_slave.key1\[19\],77.99µm
clknet_8_170__leaf_clk_IN,77.99µm
_04904_,77.89µm
_04959_,77.84µm
_05915_,77.84µm
u_core.u_master.u_slave.key2\[3\],77.84µm
net1173,77.84µm
u_core.u_master.u_slave.u_core.S1\[9\],77.66µm
_04448_,77.48µm
u_core.u_master.u_slave.key0\[16\],77.43µm
u_core.u_master.u_slave.u_core.S1\[17\],77.43µm
u_core.u_master.u_slave.u_core.B4\[60\],77.38µm
clknet_8_250__leaf_clk_IN,77.38µm
_06233_,77.33µm
_06274_,77.33µm
net1436,77.28µm
u_core.u_master.u_slave.u_core.S4\[5\],77.02µm
u_core.u_master.u_slave.u_core.S1\[52\],76.92µm
_04589_,76.87µm
_05176_,76.77µm
_05638_,76.77µm
u_core.cmd_addr\[2\],76.77µm
u_core.u_master.u_slave.araddr_q\[4\],76.77µm
_06489_,76.72µm
net1074,76.72µm
u_core.u_master.u_slave.u_core.S4\[41\],76.61µm
_04270_,76.21µm
u_core.u_master.u_slave.dout_sh\[35\],76.21µm
u_core.u_master.u_slave.u_core.S4\[43\],76.21µm
net1442,76.21µm
_03326_,76.16µm
_06388_,76.16µm
u_core.u_master.u_slave.key0\[19\],75.75µm
u_core.u_master.u_slave.u_core.S2\[48\],75.75µm
_05679_,75.7µm
_05904_,75.7µm
u_core.u_master.u_slave.u_core.S0\[23\],75.7µm
_04572_,75.65µm
_06587_,75.65µm
u_core.u_master.u_slave.u_core.B2\[32\],75.65µm
u_core.u_master.u_slave.u_core.S4\[11\],75.24µm
net5491,75.09µm
_03859_,75.04µm
_04508_,74.68µm
_08239_,74.53µm
u_core.u_master.u_slave.dout_sh\[57\],74.53µm
_05960_,74.48µm
_06567_,74.48µm
u_core.u_master.u_slave.blk_bytes\[0\],74.48µm
clknet_6_42_0_clk_IN,74.12µm
u_core.u_master.u_slave.u_core.B4\[51\],74.02µm
u_core.u_master.u_slave.u_core.S4\[8\],74.02µm
u_core.u_master.u_slave.u_core.S1\[48\],73.97µm
u_core.u_master.u_slave.wdata_q\[7\],73.92µm
clknet_8_229__leaf_clk_IN,73.61µm
_03316_,73.41µm
_05746_,73.36µm
_04597_,72.9µm
u_core.u_master.u_slave.dout_sh\[13\],72.85µm
u_core.u_master.u_slave.key0\[18\],72.85µm
u_core.u_master.u_slave.key0\[2\],72.85µm
_08105_,72.8µm
u_core.u_master.u_slave.u_core.S4\[15\],72.44µm
_04536_,72.34µm
_04920_,72.34µm
_04977_,72.34µm
_03244_,72.29µm
_03330_,72.29µm
u_core.u_master.u_slave.key1\[30\],72.29µm
u_core.u_master.u_slave.u_core.B0\[59\],72.29µm
net8333,72.29µm
_03880_,72.24µm
_04588_,71.83µm
_04762_,71.78µm
u_core.u_master.u_slave.awaddr_q\[2\],71.78µm
u_core.u_master.u_slave.key1\[0\],71.78µm
u_core.u_master.u_slave.key3\[10\],71.78µm
_03091_,71.73µm
_07492_,71.68µm
_04424_,71.32µm
net3,71.27µm
u_core.u_master.u_slave.u_core.S4\[13\],71.27µm
u_core.u_master.u_slave.core_t1\[47\],71.22µm
u_core.u_master.u_slave.u_core.B2\[55\],71.22µm
clknet_6_22_0_clk_IN,71.22µm
_03841_,71.12µm
_04790_,71.12µm
_05565_,71.12µm
_04465_,70.86µm
_04445_,70.76µm
_04571_,70.71µm
u_core.u_master.u_slave.awaddr_q\[5\],70.71µm
u_core.u_master.u_slave.key2\[0\],70.66µm
u_core.u_master.u_slave.key3\[2\],70.66µm
u_core.u_master.u_slave.u_core.S4\[29\],70.66µm
_04529_,70.61µm
_06965_,70.61µm
u_core.u_master.u_slave.key3\[0\],70.2µm
u_core.u_master.u_slave.u_core.S2\[40\],70.15µm
u_core.u_master.u_slave.u_core.S4\[46\],70.15µm
_04576_,70.1µm
_07857_,70.1µm
u_core.u_master.u_slave.u_core.S4\[27\],70.05µm
_02668_,70µm
_03329_,70µm
_05077_,70µm
_05584_,70µm
_06178_,70µm
_06430_,70µm
net2761,70µm
u_core.u_master.u_slave.blk0\[19\],69.59µm
u_core.u_master.u_slave.key0\[15\],69.59µm
u_core.u_master.u_slave.key0\[8\],69.59µm
u_core.u_master.u_slave.key2\[17\],69.59µm
net3765,69.54µm
_03306_,69.49µm
_04548_,69.49µm
_05451_,69.49µm
_06029_,69.49µm
u_core.u_master.u_slave.u_core.S4\[57\],69.03µm
_04552_,68.98µm
u_core.u_master.u_slave.key1\[27\],68.98µm
u_core.u_master.u_slave.u_core.S1\[53\],68.98µm
_04614_,68.93µm
_06941_,68.93µm
_07512_,68.93µm
net8327,68.93µm
_06741_,68.88µm
u_core.u_master.u_slave.u_core.B4\[17\],68.88µm
u_core.u_master.u_slave.u_core.S4\[10\],68.75µm
u_core.u_master.u_slave.u_core.B2\[24\],68.52µm
u_core.u_master.u_slave.u_core.S0\[41\],68.52µm
_04467_,68.47µm
_04478_,68.47µm
_04510_,68.42µm
_02744_,68.37µm
u_core.u_master.u_slave.dout_sh\[33\],68.37µm
_03232_,68.32µm
u_core.u_master.u_slave.u_core.S4\[61\],68.24µm
_04421_,67.91µm
u_core.u_master.u_slave.key0\[10\],67.91µm
_07851_,67.86µm
u_core.u_master.u_slave.u_core.S0\[4\],67.86µm
net8270,67.81µm
_03862_,67.76µm
u_core.u_master.u_slave.u_core.S4\[24\],67.76µm
u_core.u_master.u_slave.u_core.S4\[45\],67.53µm
u_core.u_master.u_slave.u_core.S0\[19\],67.4µm
u_core.u_master.u_slave.blk0\[28\],67.3µm
_04327_,67.25µm
_05692_,67.25µm
u_core.u_master.u_slave.key1\[14\],67.25µm
u_core.u_master.u_slave.key1\[15\],67.25µm
u_core.u_master.u_slave.u_core.B0\[62\],67.25µm
net5449,67.25µm
_08146_,67.2µm
u_core.u_master.u_slave.dout_sh\[24\],67.2µm
net344,67.2µm
u_core.u_master.u_slave.blk1\[14\],67.16µm
net5490,66.92µm
u_core.u_master.u_slave.u_core.S2\[8\],66.79µm
_08099_,66.69µm
net8155,66.69µm
_05149_,66.64µm
_07214_,66.64µm
u_core.u_master.u_slave.u_core.S1\[16\],66.64µm
_04558_,66.38µm
u_core.u_master.u_slave.u_core.S2\[24\],66.28µm
_02630_,66.18µm
_03745_,66.13µm
_06284_,66.13µm
_04165_,66.08µm
_05566_,66.08µm
net5995,66.08µm
u_core.u_master.u_slave.u_core.S2\[51\],65.77µm
clknet_8_253__leaf_clk_IN,65.67µm
_05876_,65.62µm
u_core.u_master.u_slave.blk1\[27\],65.62µm
u_core.u_master.u_slave.key3\[12\],65.62µm
u_core.u_master.u_slave.u_core.S2\[30\],65.62µm
u_core.u_master.u_slave.dout_sh\[112\],65.57µm
u_core.u_master.u_slave.u_core.S4\[62\],65.21µm
_04453_,65.16µm
_04491_,65.11µm
u_core.u_master.u_slave.key0\[6\],65.06µm
_06426_,65.01µm
u_core.u_master.u_slave.dout_sh\[28\],65.01µm
_05301_,64.96µm
u_core.u_master.u_slave.key3\[25\],64.65µm
_05582_,64.5µm
_07237_,64.5µm
u_core.u_master.u_slave.u_core.B2\[51\],64.5µm
_03787_,64.45µm
_04409_,64.45µm
_06425_,64.45µm
u_core.u_master.u_slave.u_core.B4\[11\],64.45µm
u_core.u_master.u_slave.blk0\[25\],64.04µm
u_core.u_master.u_slave.key3\[30\],64.04µm
u_core.u_master.u_slave.u_core.S1\[59\],64.04µm
_07485_,63.94µm
u_core.u_master.u_slave.u_core.S0\[9\],63.94µm
u_core.u_master.u_slave.u_core.S2\[7\],63.94µm
net7550,63.84µm
_04559_,63.48µm
_04530_,63.38µm
u_core.u_master.u_slave.blk1\[11\],63.38µm
u_core.u_master.u_slave.u_core.S0\[30\],63.38µm
_03320_,63.33µm
_08145_,63.28µm
_02612_,62.82µm
_02640_,62.82µm
_04545_,62.82µm
_06028_,62.82µm
u_core.u_master.u_slave.blk2\[26\],62.82µm
net2291,62.82µm
_04111_,62.77µm
_06280_,62.77µm
_07434_,62.77µm
_08161_,62.77µm
u_core.u_master.u_slave.u_core.S0\[48\],62.77µm
_02632_,62.72µm
_03241_,62.72µm
u_core.u_master.u_slave.key0\[9\],62.36µm
u_core.u_master.u_slave.u_core.S3\[2\],62.36µm
_06603_,62.31µm
u_core.u_master.u_slave.key2\[22\],62.31µm
_04506_,62.26µm
u_core.u_master.u_slave.key0\[25\],62.26µm
u_core.u_master.u_slave.u_core.B2\[10\],62.26µm
u_core.u_master.u_slave.u_core.S2\[19\],62.26µm
u_core.u_master.u_slave.u_core.S4\[20\],62.26µm
_05711_,62.21µm
u_core.u_master.u_slave.u_core.B2\[34\],62.21µm
_04410_,62.16µm
_06239_,62.16µm
_07725_,62.16µm
u_core.u_master.u_slave.blk1\[3\],61.7µm
u_core.u_master.u_slave.u_core.din_last_q,61.7µm
_02724_,61.65µm
u_core.u_master.u_slave.u_core.S3\[3\],61.65µm
_03751_,61.6µm
u_core.u_master.u_slave.blk3\[17\],61.29µm
u_core.u_master.u_slave.blk1\[12\],61.14µm
u_core.u_master.u_slave.u_core.B2\[23\],61.14µm
_04544_,61.09µm
_04620_,61.09µm
u_core.u_master.u_slave.u_core.S2\[44\],61.09µm
_07358_,61.04µm
_07676_,61.04µm
u_core.u_master.u_slave.key0\[27\],61.04µm
u_core.u_master.u_slave.u_core.S2\[56\],60.63µm
u_core.u_master.u_slave.blk0\[29\],60.58µm
u_core.u_master.u_slave.u_core.S0\[52\],60.58µm
_06170_,60.53µm
_03380_,60.48µm
net3590,60.48µm
_06743_,60.02µm
u_core.u_master.u_slave.key2\[4\],60.02µm
u_core.u_master.u_slave.u_core.B2\[60\],59.97µm
net3600,59.97µm
net3693,59.97µm
_07318_,59.92µm
u_core.u_master.u_slave.dout_sh\[97\],59.92µm
u_core.u_master.u_slave.tagr0\[8\],59.92µm
net3970,59.92µm
u_core.u_master.u_slave.blk2\[27\],59.66µm
_04473_,59.56µm
u_core.u_master.u_slave.key0\[14\],59.46µm
u_core.u_master.u_slave.key1\[29\],59.46µm
_07470_,59.41µm
u_core.u_master.u_slave.dout_sh\[41\],59.41µm
_03224_,59.36µm
net5460,59.36µm
u_core.u_master.u_slave.key0\[11\],58.95µm
u_core.u_master.u_slave.key0\[4\],58.95µm
u_core.u_master.u_slave.key1\[6\],58.9µm
u_core.u_master.u_slave.key3\[29\],58.9µm
u_core.u_master.u_slave.u_core.B0\[44\],58.9µm
_03248_,58.85µm
u_core.u_master.u_slave.key2\[6\],58.85µm
_04337_,58.8µm
_08403_,58.8µm
u_core.u_master.u_slave.u_core.S0\[54\],58.57µm
_04696_,58.39µm
u_core.u_master.u_slave.blk3\[5\],58.34µm
u_core.u_master.u_slave.key2\[16\],58.34µm
u_core.u_master.u_slave.u_core.B0\[9\],58.34µm
net7882,58.34µm
_03213_,58.29µm
_06979_,58.29µm
u_core.u_master.u_slave.u_core.S0\[56\],58.29µm
u_core.u_master.u_slave.u_core.S4\[0\],58.29µm
u_core.u_master.u_slave.dout_sh\[49\],58.24µm
u_core.u_master.u_slave.key0\[22\],57.88µm
u_core.u_master.u_slave.key1\[16\],57.83µm
u_core.u_master.u_slave.u_core.S2\[11\],57.83µm
u_core.u_master.u_slave.key1\[10\],57.78µm
u_core.u_master.u_slave.u_core.B2\[11\],57.78µm
_04567_,57.73µm
_08191_,57.73µm
u_core.u_master.u_slave.dout_sh\[38\],57.73µm
_03817_,57.68µm
_04569_,57.68µm
_04809_,57.68µm
u_core.u_master.u_slave.blk1\[30\],57.32µm
u_core.u_master.u_slave.awaddr_q\[3\],57.22µm
u_core.u_master.u_slave.blk2\[12\],57.22µm
u_core.u_master.u_slave.u_core.S3\[7\],57.22µm
_03686_,57.17µm
_04392_,57.17µm
_04733_,57.17µm
_06305_,57.17µm
_06572_,57.17µm
_07344_,57.17µm
u_core.u_master.u_slave.u_core.S2\[10\],57.17µm
_07750_,57.12µm
u_core.u_master.u_slave.key3\[15\],56.76µm
_02620_,56.66µm
_04580_,56.66µm
_03210_,56.61µm
u_core.u_master.u_slave.key3\[31\],56.61µm
u_core.u_master.u_slave.u_core.B4\[49\],56.61µm
_05481_,56.56µm
_06708_,56.56µm
_08098_,56.56µm
u_core.u_master.u_slave.wdata_q\[25\],56.56µm
u_core.u_master.u_slave.blk0\[31\],56.25µm
u_core.u_master.u_slave.blk3\[21\],56.2µm
u_core.u_master.u_slave.blk3\[22\],56.2µm
net149,56.15µm
_03808_,56.1µm
u_core.u_master.u_slave.blk3\[26\],56.1µm
net5894,56.1µm
_04574_,56.05µm
_07249_,56.05µm
u_core.u_master.u_slave.dout_sh\[113\],56.05µm
net5896,56.05µm
_03034_,56µm
_07446_,56µm
_08264_,56µm
_04701_,55.69µm
u_core.u_master.u_slave.key1\[25\],55.64µm
u_core.u_master.u_slave.u_core.B4\[45\],55.59µm
u_core.u_master.u_slave.key2\[18\],55.54µm
_03142_,55.49µm
_03365_,55.49µm
_03802_,55.49µm
_05978_,55.49µm
_06499_,55.49µm
u_core.u_master.u_slave.key0\[28\],55.49µm
_06650_,55.44µm
_06671_,55.44µm
u_core.u_master.u_slave.blk2\[23\],55.03µm
u_core.u_master.u_slave.key0\[31\],55.03µm
u_core.u_master.u_slave.key3\[20\],55.03µm
u_core.u_master.u_slave.u_core.S0\[53\],54.98µm
_04486_,54.88µm
u_core.u_master.u_slave.u_core.S2\[47\],54.52µm
u_core.u_master.u_slave.u_core.S4\[1\],54.52µm
u_core.u_master.u_slave.key2\[29\],54.47µm
_04418_,54.42µm
_04693_,54.42µm
net5927,54.42µm
net7960,54.42µm
_03736_,54.37µm
_04622_,54.37µm
net3741,54.32µm
u_core.u_master.u_slave.u_core.B2\[18\],53.96µm
u_core.u_master.u_slave.blk0\[27\],53.91µm
_04550_,53.86µm
u_core.u_master.u_slave.blk0\[7\],53.86µm
u_core.u_master.u_slave.u_core.S4\[14\],53.86µm
u_core.u_master.u_slave.dout_sh\[98\],53.81µm
_02994_,53.76µm
_03254_,53.76µm
_04549_,53.76µm
u_core.u_master.u_slave.u_core.S2\[25\],53.45µm
_04755_,53.4µm
u_core.u_master.u_slave.key2\[19\],53.4µm
u_core.u_master.u_slave.blk0\[15\],53.35µm
u_core.u_master.u_slave.key2\[27\],53.35µm
_04422_,53.3µm
u_core.u_master.u_slave.u_core.S2\[37\],53.3µm
u_core.u_master.u_slave.u_core.S2\[57\],53.3µm
u_core.u_master.u_slave.u_core.B4\[30\],53.25µm
u_core.u_master.u_slave.u_core.S0\[14\],53.25µm
_03202_,53.2µm
_05134_,53.2µm
net3592,53.2µm
_04513_,52.79µm
_06629_,52.79µm
_07480_,52.74µm
u_core.u_master.u_slave.u_core.S2\[14\],52.74µm
_06444_,52.69µm
_05621_,52.64µm
u_core.u_master.u_slave.blk0\[5\],52.23µm
u_core.u_master.u_slave.key2\[31\],52.23µm
net5051,52.23µm
_04417_,52.18µm
u_core.u_master.u_slave.u_core.S0\[34\],52.18µm
net6902,52.18µm
_03078_,52.13µm
_06292_,52.13µm
u_core.u_master.st\[1\],52.13µm
u_core.u_master.u_slave.key0\[29\],52.13µm
u_core.u_master.u_slave.tagr2\[20\],52.13µm
_00356_,52.08µm
_03263_,52.08µm
u_core.u_master.u_slave.dout_sh\[34\],52.08µm
u_core.u_master.u_slave.u_core.B2\[2\],52.08µm
u_core.u_master.u_slave.blk3\[10\],51.95µm
u_core.u_master.u_slave.blk1\[10\],51.67µm
u_core.u_master.u_slave.u_core.S2\[32\],51.67µm
_06923_,51.62µm
u_core.u_master.u_slave.u_core.B4\[42\],51.62µm
u_core.u_master.u_slave.key2\[30\],51.57µm
net8241,51.57µm
_04374_,51.52µm
_08363_,51.52µm
_04547_,51.11µm
_07361_,51.06µm
u_core.u_master.u_slave.u_core.S2\[29\],51.06µm
u_core.u_master.u_slave.u_core.S2\[53\],51.06µm
_03539_,51.01µm
_03742_,51.01µm
_04551_,51.01µm
_04565_,51.01µm
_06577_,51.01µm
u_core.u_master.u_slave.blk2\[13\],51.01µm
u_core.u_master.u_slave.dout_sh\[16\],50.96µm
u_core.u_master.u_slave.u_core.B0\[48\],50.96µm
_04414_,50.55µm
u_core.u_master.u_slave.blk0\[11\],50.55µm
_04492_,50.5µm
u_core.u_master.u_slave.blk1\[19\],50.5µm
u_core.u_master.u_slave.u_core.B1\[12\],50.5µm
_04143_,50.45µm
net3632,50.45µm
net7800,50.45µm
_03515_,50.4µm
_04957_,50.4µm
u_core.u_master.u_slave.dout_sh\[63\],50.4µm
_04697_,49.99µm
_06551_,49.94µm
u_core.u_master.u_slave.blk3\[7\],49.89µm
net4602,49.89µm
_03950_,49.84µm
_04176_,49.84µm
u_core.u_master.u_slave.dout_sh\[75\],49.84µm
u_core.u_master.u_slave.dout_sh\[99\],49.84µm
net3664,49.84µm
_03304_,49.48µm
_04512_,49.38µm
u_core.u_master.u_slave.key1\[21\],49.38µm
u_core.u_master.u_slave.key2\[15\],49.38µm
u_core.u_master.u_slave.u_core.S1\[40\],49.38µm
